% ************************************************************************
%   boehm08
%   This subroutine provides, in time domain, the diurnal/subdiurnal
%   tidal effets on polar motion ("), UT1 (s) and LOD (s). The tidal terms,
%   listed in the program, have been estimated from VLBI-derived PM, UT1
%   variations (OCCAM). Corrections to Nutation/Precession model were not
%   applied during derivation of this model.
%   These terms contain all diurnal and subdiurnal variations (including
%   the effect of the triaxiality of the Earth on PM (pm_gravi) and UT1).
% 
% 		* do not apply pm_gravi and spinlibV when using this model! * 
%     
%   N.B.:  The fundamental lunisolar arguments are those of Simon et al.  
% 
%   These values should be used in the subroutine eop_eanes.m.
%
%   Reference:
%		S. Englich, R. Heinkelmann, H. Schuh: "Re-assessment of Ocean Tidal Terms 
%   in High-Frequency Earth Rotation Variations Observed by VLBI";
%   IVS General Meeting Proceedings, ISBN 978-5-02-025332-2 (2008), S. 314 - 318.
%
%   Coded for VieVS: 
%   19 Sep 2009 by Sigrid Böhm
%
%   Revision: 
%   26 May 2010 by Lucia Plank: changed function to table
%
% *************************************************************************
%      
%   Oceanic tidal terms present in x (microas),y(microas),ut1(microseconds)       
%   NARG(j,6) : Multipliers of GMST+pi and Delaunay arguments. 
%	
% 
     2,-1, 0, 0, 0, 0,   0.51,   7.52,   1.01,   4.70,  -0.07, -0.31   
     2,-1, 0, 0, 0,-1,  -3.27,   0.98,   1.61,  -0.43,  -0.15, -0.06   
     2, 0,-1,-2, 2,-2,  -1.68,   6.81,   1.43,  -1.08,  -0.67,  0.19   
     2, 0, 0,-2, 2,-2,-117.82,  62.45,  65.34,  63.03,  -7.52, -1.32   
     2, 0, 1,-2, 2,-2,  -1.42,   0.36,   7.40,   0.07,   0.31,  0.26   
     2, 0, 0, 0, 0, 1,   4.04,  -3.53,  -7.28,   0.84,  -0.28,  0.49   
     2, 0, 0, 0, 0, 0, -31.70,  15.24,  15.28,   1.37,  -2.66,  0.26   
     2, 0, 0, 0, 0,-1,  -4.20,  -6.12,  -1.16,  10.70,  -0.75,  0.66   
     2, 0, 0, 0, 0,-2,  -3.83,  -6.59,  -4.42,   5.61,   0.70,  0.42   
     2, 1, 0, 0, 0, 0,   0.76,  -3.65,  -0.58,   1.49,  -0.07,  0.03   
     2, 1, 0, 0, 0,-1,  -2.80,  -0.86,  -0.89,   5.37,  -0.01, -0.06   
     2, 0, 0, 2, 0, 2,  -1.69,  -2.24,  -0.44,   6.75,  -0.02, -0.02  
