% ************************************************************************
%   boehm09
%   This subroutine provides, in time domain, the diurnal/subdiurnal
%   tidal effets on polar motion ("), UT1 (s) and LOD (s). The tidal terms,
%   listed in the program, have been estimated from VLBI-derived PM, UT1
%   variations(OCCAM)
%   (UT1 values presented at IAU 2009 in Rio de Janeiro).
%   These terms contain all diurnal and subdiurnal variations (including
%   the effect of the triaxiality of the Earth on PM (pm_gravi) and UT1).
% 
% 		* do not apply pm_gravi and spinlibV when using this model! * 
%     
%   N.B.:  The fundamental lunisolar arguments are those of Simon et al.  
% 
%   These values should be used in the subroutine eop_eanes.m.
%
%   Coded for VieVS: 
%   19 Sep 2009 by Sigrid Böhm
%
%   Revision: 
%   26 May 2010 by Lucia Plank: changed function to table
%
% *************************************************************************
%      
%   Oceanic tidal terms present in x (microas),y(microas),ut1(microseconds)       
%   NARG(j,6) : Multipliers of GMST+pi and Delaunay arguments. 
%	
% 
     1,-1, 0,-2,-2,-2,   0.600,   0.422,  -4.320,   3.910,  -0.087,    0.536  
     1,-2, 0,-2, 0,-1,  -2.969,  -4.193, -16.650,   6.000,   0.846,   -0.122  
     1,-2, 0,-2, 0,-2,  -1.609,   5.665,   7.898,  17.255,   1.842,   -0.747  
     1, 0, 0,-2,-2,-1,   2.013, -16.656, -29.984,   2.394,   0.155,    0.336  
     1, 0, 0,-2,-2,-2,  -4.680,   4.240,   5.525,   6.421,   0.998,    0.283  
     1,-1, 0,-2, 0,-1,   1.538,   7.092,  -9.353,   2.786,   1.495,   -0.359  
     1,-1, 0,-2, 0,-2,  14.064,  33.061, -25.672,  -4.698,   5.239,   -2.897  
     1, 1, 0,-2,-2,-1,  -3.931,  -3.020,   0.098,   0.611,   0.244,   -0.360  
     1, 1, 0,-2,-2,-2,   3.052,  11.423,  -0.071,   0.490,   0.746,   -0.786  
     1, 0, 0,-2, 0, 0,   5.907,   4.965,   2.798,  -3.986,  -0.614,    0.084  
     1, 0, 0,-2, 0,-1,  12.093,  18.179, -35.470,   7.314,   3.316,   -2.145  
     1, 0, 0,-2, 0,-2,  59.785, 134.530,-131.152,  44.356,  17.629,  -13.934  
     1,-2, 0, 0, 0, 0,   4.640,  -4.867,  -1.572,  -1.759,   0.235,    0.512  
     1, 0, 0, 0,-2, 0,  -3.036,  -0.374,   3.873,   6.712,   0.561,    0.260  
     1,-1, 0,-2, 2,-2,   0.640,  -1.402,   2.722,   6.955,   0.190,    0.325  
     1, 1, 0,-2, 0,-1,  -7.758,  -8.855,  -9.401,   3.657,  -0.268,   -0.220  
     1, 1, 0,-2, 0,-2,   1.730,  -2.909,   3.057,  -4.121,  -0.340,    0.538  
     1,-1, 0, 0, 0, 0,  -5.768,  -4.842,   8.920,   2.629,  -0.596,    0.248  
     1,-1, 0, 0, 0,-1,  -1.375,   8.523,   4.671,   3.394,  -0.157,    0.578  
     1, 1, 0, 0,-2, 0,   0.274,  -9.123,  -1.599,  -1.476,   0.009,    0.137  
     1, 0,-1,-2, 2,-2,   6.068,  -2.248,  -4.733,  -0.358,   0.360,   -0.824  
     1, 0, 0,-2, 2,-1,  -3.245,   8.163,   7.395,   5.859,  -0.549,   -0.081  
     1, 0, 0,-2, 2,-2,  38.966,  72.601, -26.522,  12.513,   5.696,   -3.493  
     1, 0, 1,-2, 2,-2,  -0.22,    -0.42,    0.42,   -0.22,  -0.047,    0.025  
     1, 0,-1, 0, 0, 0,  25.099, -12.816,  15.185,  -0.808,  -0.535,   -0.538  
     1, 0, 0, 0, 0, 1, -40.169,  27.496,  28.293,  50.397,   0.031,    0.019  
     1, 0, 0, 0, 0, 0,-194.529,-128.680, 209.405,  10.077, -16.577,    9.546  
     1, 0, 0, 0, 0,-1, -86.788,  35.003,  71.420,  61.732,  -1.799,    0.186  
     1, 0, 0, 0, 0,-2,  21.848,  40.936,  37.804, -14.875,  -0.202,   -0.061  
     1, 0, 1, 0, 0, 0,  19.617,   2.830,   3.695, -28.563,  -0.252,   -0.227  
     1, 0, 0, 2,-2, 2,  -2.068, -23.931, -17.256,   5.937,  -0.032,   -0.358  
     1,-1, 0, 0, 2, 0,   4.824,  -1.247,   3.711,  -3.728,   0.059,    0.011  
     1, 1, 0, 0, 0, 0, -12.469, -26.067, -10.767,  -0.631,  -0.882,    0.776  
     1, 1, 0, 0, 0,-1,  -3.059,  -2.988,   0.770,   1.427,  -0.715,    0.323  
     1, 0, 0, 0, 2, 0,  -6.988,  -4.965,  -4.047,   0.039,   0.097,    0.050  
     1, 2, 0, 0, 0, 0,  -8.165,   1.215,  -2.180,   1.291,  -0.267,   -0.053  
     1, 0, 0, 2, 0, 2, -22.799, -10.801,  -8.648,  13.556,  -0.780,    0.535  
     1, 0, 0, 2, 0, 1,   1.889, -10.355,  -7.242,  -4.216,  -0.978,    0.640  
     1, 0, 0, 2, 0, 0,  -5.865,   0.984,   7.729,   7.162,  -0.589,    0.198  
     1, 1, 0, 2, 0, 2,  -0.689,   5.903,  -6.564,   1.251,  -0.580,    0.151  
     1, 1, 0, 2, 0, 1,   0.457,  -4.618,   0.529,   1.210,   0.089,    0.168  
     2,-3, 0,-2, 0,-2,  -0.271,  -1.076,  -0.819,   4.082,   0.324,   -0.007  
     2,-1, 0,-2,-2,-2,  -4.747,   2.000,  -0.758,   5.949,   0.119,   -0.150  
     2,-2, 0,-2, 0,-2,  -7.541,  -0.305,   3.640,  15.041,  -0.561,   -0.140  
     2, 0, 0,-2,-2,-2, -13.346,  -2.736,   2.030,   3.790,  -0.422,   -0.450  
     2, 0, 1,-2,-2,-2,  -3.283,  -1.529,  -3.992,   4.847,  -0.154,   -0.111  
     2,-1,-1,-2, 0,-2,   3.140,   0.908,  -2.090,   1.804,  -0.033,    0.023  
     2,-1, 0,-2, 0,-1,   6.247,   2.384,   3.802,   2.473,  -0.068,    0.340  
     2,-1, 0,-2, 0,-2, -54.534,  -7.777,  17.749,  29.122,  -3.013,   -1.832  
     2,-1, 1,-2, 0,-2,   0.431,   2.997,   1.321,  -2.676,   0.221,    0.198  
     2, 1, 0,-2,-2,-2, -12.252,  -3.501,   3.380,   6.180,  -0.551,   -0.360  
     2, 1, 1,-2,-2,-2,  -2.169,   4.212,  -1.593,  -0.990,  -0.060,   -0.200  
     2,-2, 0,-2, 2,-2,   5.528,   2.560,   4.152,   2.444,  -0.066,    0.107  
     2, 0,-1,-2, 0,-2,  -2.586,   3.529,  -1.085,   2.908,  -0.174,   -0.075  
     2, 0, 0,-2, 0,-1,  16.849,   3.077,  -4.606,   5.098,   0.332,    0.338  
     2, 0, 0,-2, 0,-2,-323.897, -14.277,  53.393, 175.807, -14.581,   -9.221  
     2, 0, 1,-2, 0,-2,   3.938,   3.189,   0.613,   1.490,   0.122,    0.171  
     2,-1, 0,-2, 2,-2,  -4.686,   1.843,   3.346,   1.043,  -0.005,    0.249  
     2, 1, 0,-2, 0,-2,  11.948,  -1.946,  -3.401,  -7.838,   0.210,    0.107  
     2,-1, 0, 0, 0, 0,   2.342,   6.276,   3.012,   3.335,   0.052,   -0.204  
     2,-1, 0, 0, 0,-1,  -7.023,  -2.707,   3.482,  -2.160,  -0.108,   -0.049  
     2, 0,-1,-2, 2,-2,  -7.976,   5.630,   3.624,  -3.471,  -0.446,    0.083  
     2, 0, 0,-2, 2,-2,-133.749,  70.789,  69.355,  70.954,  -7.229,   -1.271  
     2, 0, 1,-2, 2,-2,   1.097,   1.490,   4.088,  -0.275,   0.435,    0.042  
     2, 0, 0, 0, 0, 1,  -2.886,   0.395,  -7.341,   6.298,   0.067,    0.374  
     2, 0, 0, 0, 0, 0, -38.335,  14.762,  21.326,   3.209,  -2.239,   -0.112  
     2, 0, 0, 0, 0,-1,  -6.068,  -0.415,   2.908,   8.328,  -0.780,   -0.009  
     2, 0, 0, 0, 0,-2,  -2.456,  -5.503,  -4.321,   2.990,   0.292,    0.376  
     2, 1, 0, 0, 0, 0,  -1.109,   1.844,   1.674,  -0.092,  -0.123,   -0.058  
     2, 1, 0, 0, 0,-1,   0.814,  -1.141,  -2.720,   2.630,  -0.100,   -0.043  
     2, 0, 0, 2, 0, 2,  -3.024,  -2.139,   2.577,   5.263,  -0.101,    0.195  
