This file was produced by gsnoop                                                                                                 
Using spoolfile:  /500/solutions/2015a_astro/Dec-18/2015a_astro_minus3.spl                                                       
                                                                                                                                 
 VLBI source positions for epoch  51544.5 MJD                                                                                    
                                                                                                                                 
source name      |Right  Ascension |  Declination    |  Uncertainties     | cor  | mean  | first | last  |  observations         
IAU name|IVS name|Hr|Mn|  Seconds  |Deg|Mn| Seconds  |  Unc RA  |Unc Dec  |Ra-Dc |  MJD  |  MJD  |  MJD  |sess |delay |rates     
        |        |  |  |           |   |  |          |          |         |      |       |       |      |     |      |           
0        0627+532 06 31 34.68538335  53 11 27.7526828 0.00002021 0.0001451 0.0012 54862.3 49577.0 56879.0     2    105      0 GLO
0        0629-128 06 32  1.64480559 -12 50 32.7815204 0.00000658 0.0002319 -.0668 56171.8 54088.1 57047.0     2     71      0 GLO
0        0630-261 06 32  6.50172468 -26 14 14.0321385 0.00002085 0.0007311 -.1346 54281.4 53552.8 54440.7     2     39      0 GLO
0        0629+320 06 32 30.78290532  32 00 53.6315278 0.00000925 0.0001679 0.2427 55479.2 50219.8 56809.7     3     94      0 GLO
0        0629+160 06 32 43.13553923  15 59 57.6205732 0.00000625 0.0001652 0.1959 51702.0 50085.5 54125.8     7    214      0 GLO
0        0631-223 06 33 26.75333160 -22 23 22.3530662 0.00000523 0.0001833 0.2309 54959.3 53134.5 56809.7     2    143      0 GLO
0        0630+367 06 33 34.41183538  36 42 49.7435304 0.00000889 0.0001810 0.1909 55519.4 53573.0 55616.7     2    105      0 GLO
0        0630+497 06 33 52.20669806  49 43 45.9241995 0.00001686 0.0001642 -.0938 54464.9 50306.3 57012.1     2    129      0 GLO
0        0632-235 06 34 59.00100169 -23 35 11.9572625 0.00000147 0.0000233 0.0196 55685.6 53503.7 57259.7    87   1669      0 GLO
0        0632-183 06 35 11.01300933 -18 21 26.2415213 0.00002305 0.0007209 -.5243 54601.7 54601.7 54601.7     1     32      0 GLO
0        0633-26B 06 35 19.41619038 -26 20 55.7189814 0.00002529 0.0009561 -.6601 54559.7 54559.7 54559.7     1     38      0 GLO
0        0633-26A 06 35 20.90897309 -26 20 39.8696690 0.00001365 0.0004942 0.3111 54408.0 53560.8 54559.7     3     45      0 GLO
0        0634-584 06 35 40.82991840 -58 27 10.2761471 0.00003795 0.0006489 0.4806 54723.8 54723.8 54723.8     1      7      0 GLO
         0637-752 06 35 46.50790127 -75 16 16.8154450 0.00009151 0.0002398 0.0000 52400.1 47626.7 57173.6   550  13718      0 ARC
0        0633-211 06 36  0.60167056 -21 13 12.2000417 0.00000617 0.0002039 0.3084 55023.4 53561.9 56809.7     2    160      0 GLO
0        0632+502 06 36 11.01657129  50 09 59.6275292 0.00005510 0.0004820 -.5105 51305.5 49577.0 54112.8     3     68      0 GLO
0        0634-057 06 36 48.32950523 -05 47  7.5455741 0.00000592 0.0002045 -.3075 54800.4 53523.9 57047.0     2    138      0 GLO
0        0634-108 06 37  7.67887369 -10 52 52.1014568 0.00001306 0.0004458 -.0109 57047.0 57047.0 57047.0     1     46      0 GLO
0        0635-296 06 37  8.86029278 -29 42 38.7680063 0.00001643 0.0005332 -.4641 55363.7 54112.8 55454.7     2     59      0 GLO
0        0627+814 06 37 43.37670786  81 25 27.6937852 0.00055404 0.0005850 0.3528 54710.7 53561.9 55112.7     2     27      0 GLO
0        0635-355 06 37 46.40873150 -35 36 48.3727507 0.00004140 0.0016709 0.0917 55911.5 52306.7 56393.8     3     25      0 GLO
0        0634+150 06 37 51.05229970  14 58 57.2837177 0.00001069 0.0002754 0.2055 53310.4 50085.5 56809.7     4    158      0 GLO
0        0634+334 06 37 55.94047869  33 22  6.2513881 0.00002418 0.0003686 0.0766 55776.7 55776.7 55776.7     1     64      0 GLO
0        0633+595 06 38  2.87191147  59 33 22.2138858 0.00000991 0.0000567 0.0373 54412.8 49577.0 56879.0     3    252      0 GLO
0        0635+250 06 38 14.12384603  24 58 50.2096397 0.00004183 0.0005627 0.1848 56875.5 56875.5 56875.5     1     60      0 GLO
0        0636-087 06 38 58.24928043 -08 45 14.3084110 0.00001041 0.0003481 0.0179 57047.0 57047.0 57047.0     1     43      0 GLO
0        0637-337 06 39 20.90463181 -33 46  0.1134231 0.00000766 0.0001433 0.1453 52812.6 48865.8 55810.6    25    186      0 GLO
0        0633+734 06 39 21.96121006  73 24 58.0405585 0.00004001 0.0001931 0.5877 50378.7 49827.5 56662.4     2    124      0 GLO
0        0637-216 06 39 28.72569446 -21 41 57.8047062 0.00001507 0.0004963 0.0691 55759.8 53560.8 55847.8     2     78      0 GLO
0        0637-128 06 40  7.18244442 -12 53 15.4084825 0.00003379 0.0009861 0.4557 56809.7 56809.7 56809.7     1     54      0 GLO
0        0639+098 06 41 45.19794191  09 47  4.3291016 0.00010045 0.0015686 -.4307 55975.7 53503.7 56945.7     3     18      0 GLO
0        0639-032 06 41 51.13294633 -03 20 48.5824189 0.00000438 0.0001363 -.0760 53038.8 52409.7 53609.2     2    143      0 GLO
0        0636+680 06 42  4.25739863  67 58 35.6208239 0.00000362 0.0000215 -.1510 53082.1 48357.8 57311.8    72   2510      0 GLO
0        0603+882 06 42  6.13532955  88 11 55.0148702 0.00016718 0.0001941 0.1000 56355.7 53561.9 56809.7     2     93      0 GLO
0        0639+115 06 42 25.01602438  11 28 32.9082882 0.00005163 0.0007817 0.2913 55679.8 53523.9 56267.8     2     28      0 GLO
0        0638+528 06 42 27.82187873  52 47 59.2730587 0.00001204 0.0001097 -.3181 55366.2 53573.0 57012.1     2    140      0 GLO
0        0639+352 06 42 58.13961172  35 09 18.3791932 0.00000724 0.0001835 0.0788 55419.0 53561.9 55916.7     2    123      0 GLO
0        0641-248 06 43  7.46892879 -24 51 21.3120468 0.00000833 0.0002786 0.4844 55594.7 54088.1 56809.7     2    112      0 GLO
0        0640+074 06 43 22.07323860  07 24 52.4453858 0.00002739 0.0006613 0.3645 54869.6 53503.7 56662.4     2     37      0 GLO
0        0640+090 06 43 26.44494545  08 57 38.0123866 0.00005093 0.0006807 -.3595 55355.9 53134.5 57099.3     3     28      0 GLO
0        0641-135 06 43 32.36174669 -13 35 49.8788702 0.00000501 0.0001618 0.3974 55010.2 53503.7 56809.7     2    158      0 GLO
0        0641+126 06 43 59.85553720  12 38 18.1076600 0.00001849 0.0004388 -.0839 56846.7 56749.7 57160.0     2     55      0 GLO
0        0642-349 06 44 25.28105743 -34 59 41.9501329 0.00001091 0.0003644 -.2245 54311.7 52306.7 56662.4     2     63      0 GLO
0        0644-671 06 44 28.04416313 -67 12 57.3585563 0.00019651 0.0011037 -.1067 57155.7 57153.0 57159.0     4     36      0 GLO
0        0641+292 06 44 44.81584048  29 11  4.0163013 0.00002757 0.0003403 0.1761 56398.0 54112.8 56875.5     2     81      0 GLO
0        0641+392 06 44 53.70959807  39 14 47.5339259 0.00000083 0.0000130 0.1651 55854.6 50242.8 57322.7   190   6777      0 GLO
0        3C166    06 45 24.09951528  21 21 51.2014495 0.00000595 0.0001025 -.5428 50095.6 47718.4 50460.3    20    252      0 GLO
0        0643+057 06 45 47.27658296  05 41 22.3909046 0.00003699 0.0009442 0.2024 54732.3 53552.8 56662.4     2     29      0 GLO
0        0643+307 06 46 15.23808963  30 41 23.6317842 0.00001335 0.0002079 0.1548 54766.9 50219.8 56809.7     2    100      0 GLO
0        0644-390 06 46 30.92040868 -39 03 39.1068133 0.00004030 0.0020503 0.6468 55536.7 53134.5 56879.0     3     62      0 GLO
0        0642+449 06 46 32.02599396  44 51 16.5901225 0.00000015 0.0000020 0.0063 54052.4 45466.3 57336.7  1515 146491      0 GLO
0        0643+548 06 47 16.04568578  54 46 12.7529189 0.00265978 0.0195661 0.2334 57135.7 57135.7 57135.7     1     75      0 GLO
0        0645-160 06 47 29.96690761 -16 05 27.3597208 0.00000515 0.0001720 0.2614 55238.2 53523.9 56809.7     2    138      0 GLO
0        0646-306 06 48 14.09646644 -30 44 19.6596692 0.00000159 0.0000273 -.0425 55215.9 47640.2 57330.7   113   1914      0 GLO
0        0646-176 06 48 28.49850843 -17 44  5.4395556 0.00000512 0.0001620 0.3427 55192.6 53552.8 56809.7     2    143      0 GLO
0        0645+209 06 48 32.71388655  20 53  8.9215988 0.00000969 0.0001971 0.0945 55792.9 54314.7 56875.5     2    123      0 GLO
0        0644+491 06 48 47.11866222  49 07 20.7292462 0.00001319 0.0001502 0.0060 56334.7 50306.3 57012.1     2     99      0 GLO
0        0647-475 06 48 48.45049139 -47 34 27.1836759 0.00052547 0.0083649 -.1925 55109.8 48766.9 57051.8     4     13      0 GLO
0        0647-410 06 49 14.11068702 -41 08 53.0157575 0.00016491 0.0075812 -.7678 55413.8 55413.8 55413.8     1     18      0 GLO
0        0648-165 06 50 24.58186022 -16 37 39.7254830 0.00000039 0.0000066 -.0011 56020.1 46875.8 57330.7   333  17734      0 GLO
0        0647-018 06 50 25.69824567 -01 52 22.1649460 0.00000658 0.0002231 0.0020 56142.1 53126.1 57047.0     2     78      0 GLO
0        0646+600 06 50 31.25430620  60 01 44.5547668 0.00001648 0.0000958 0.3154 52831.7 49577.0 56809.7     2    160      0 GLO
0        0648-287 06 50 32.92788680 -28 49 17.8551929 0.00003968 0.0012601 -.7365 54601.7 54601.7 54601.7     1     25      0 GLO
0        0647+040 06 50 38.13410463  03 58  8.4398946 0.00001396 0.0004036 0.0608 54666.7 53552.8 56662.4     2     67      0 GLO
0        0648-086 06 50 45.17519098 -08 40  0.1818997 0.00000984 0.0002950 0.0444 55767.4 53503.7 57047.0     2     72      0 GLO
0        0646+563 06 50 48.19066045  56 16 34.4905047 0.00001234 0.0001003 -.2866 55484.5 53561.9 57012.1     2    131      0 GLO
0        0649-209 06 51 58.12005041 -21 01 11.9154901 0.00000322 0.0001140 -.1339 55173.9 53719.8 56809.7     2    153      0 GLO
0        0650-063 06 53  0.59755502 -06 25 32.7001713 0.00000411 0.0001444 -.2001 55365.6 53552.8 57047.0     2    133      0 GLO
0        0650+052 06 53 27.48366115  05 08 51.0610764 0.00003892 0.0008497 0.2205 55180.3 53523.9 56662.4     2     36      0 GLO
0        0651-194 06 53 57.80561171 -19 29 39.6774605 0.00000504 0.0001736 0.2189 55145.3 53503.7 56809.7     2    145      0 GLO
0        0650+371 06 53 58.28281201  37 05 40.6065699 0.00000405 0.0000752 -.1529 49967.3 48348.6 50849.8    40    363      0 GLO
0        0650+507 06 54 22.09315153  50 42 23.8732256 0.00000999 0.0001070 -.1098 55122.7 53573.0 57012.1     2    162      0 GLO
0        0650+453 06 54 23.71366060  45 14 23.5454804 0.00000648 0.0000878 -.0423 53835.7 50306.3 57012.1     2    171      0 GLO
0        0651+410 06 55 10.02473288  41 00 10.1599273 0.00000558 0.0001091 -.2423 51083.3 50242.8 53158.7     7    230      0 GLO
0        0653-242 06 55 48.76820510 -24 16 20.7971660 0.00001503 0.0004777 0.6880 56148.2 53153.2 56875.5     2     87      0 GLO
0        0652+426 06 56 10.66204468  42 37  2.7514819 0.00003965 0.0005118 0.0275 57219.8 57219.8 57219.8     1     59      0 GLO
0        0653-033 06 56 11.12056829 -03 23  6.7821530 0.00000307 0.0000976 -.0382 55066.3 53134.5 57047.0     2    160      0 GLO
0        0653+322 06 56 40.88915920  32 09 32.5487529 0.00000936 0.0001582 0.1691 55979.9 54112.8 56809.7     2    104      0 GLO
0        0654+033 06 56 59.17999611  03 15 53.4420443 0.00002336 0.0005866 0.0803 56995.5 53153.2 57099.3     2     76      0 GLO
0        0654+244 06 57  5.67554707  24 23 55.3940983 0.00000984 0.0002346 -.1765 51615.4 50085.5 54482.7     5    149      0 GLO
0        0652+577 06 57 12.50147785  57 41 56.7535474 0.00002786 0.0001853 0.3534 56905.8 49577.0 57012.1     2     70      0 GLO
0        0655+132 06 57 55.28406253  13 13 53.9333289 0.00003778 0.0008482 0.6567 56809.7 56809.7 56809.7     1     50      0 GLO
0        0656-366 06 58 20.92537223 -36 42 47.2859423 0.00004167 0.0021513 0.5830 56879.0 56879.0 56879.0     1     43      0 GLO
0        0656-062 06 59  3.25218228 -06 21 10.5945212 0.00005596 0.0011800 0.0128 55260.9 53126.1 55616.7     2     35      0 GLO
0        0656+082 06 59 17.99603253  08 13 30.9533971 0.00000046 0.0000147 -.3172 55147.6 49914.7 57315.7   819  14449      0 GLO
0        0657-276 06 59 49.91695891 -27 45 18.5114094 0.00001277 0.0004079 0.4471 55151.9 53560.8 56875.5     2    125      0 GLO
0        0657+172 07 00  1.52554115  17 09 21.7013154 0.00000028 0.0000047 -.0206 55756.2 47655.8 57336.7   437  29778      0 GLO
0        0655+696 07 01  6.61669207  69 36 29.4178855 0.00004706 0.0001219 -.0235 54874.0 49827.5 56809.7     2    101      0 GLO
0        0700-465 07 01 34.54646667 -46 34 36.6187717 0.00015450 0.0019808 -.1194 55160.4 48162.4 57152.0     4     20      0 GLO
0        0659+268 07 02 31.79088460  26 44 11.0273854 0.00000815 0.0001920 -.0310 53666.8 50219.8 54088.1     2    101      0 GLO
0        0645+858 07 02 32.81703734  85 49 52.4798394 0.00018200 0.0001660 0.2137 55402.4 50688.3 56875.5     2     84      0 GLO
0        0700-101 07 02 35.75680600 -10 15  6.4174576 0.00000642 0.0001928 0.4600 54875.1 53126.1 56809.7     2    139      0 GLO
0        0700-286 07 02 40.40266215 -28 41 50.0479407 0.00001237 0.0005357 -.1964 55507.7 53503.7 56875.5     2    106      0 GLO
0        0700-197 07 02 42.90066722 -19 51 22.0355751 0.00000121 0.0000191 0.0010 56335.9 53552.8 57287.7   128   2819      0 GLO
0        0658+548 07 02 46.26279989  54 44 35.7340445 0.00002069 0.0001796 0.1397 56040.6 53126.1 57012.1     2     96      0 GLO
0        0700-007 07 03 19.08662698 -00 51  3.1575447 0.00000372 0.0001143 0.1673 54972.1 53134.5 56809.7     2    144      0 GLO
0        0701-130 07 04  6.23628444 -13 07 22.3224624 0.00002589 0.0005844 0.2749 55789.1 53561.9 56875.5     2     61      0 GLO
0        0700+470 07 04  9.55828946  47 00 56.0400601 0.00001377 0.0001821 -.4171 54478.8 50306.3 57012.1     2    135      0 GLO
0        0702+400 07 05 44.52228652  39 58 32.0228823 0.00000965 0.0002053 -.0892 55568.6 54112.8 55657.7     2    104      0 GLO
0        0704-231 07 06 33.51793442 -23 11 37.8425538 0.00006659 0.0029465 -.5763 56074.7 54943.7 56498.8     2     22      0 GLO
0        0705-412 07 06 43.05962258 -41 22 23.7972166 0.00009269 0.0072154 -.2684 55112.7 55112.7 55112.7     1     18      0 GLO
0        0702+612 07 07  0.61572439  61 10 11.6079153 0.00002493 0.0001047 0.1418 55176.5 49577.0 56809.7     2     93      0 GLO
0        0704+384 07 07 32.91093869  38 22 13.3054087 0.00040433 0.0036611 0.4212 57219.8 57219.8 57219.8     1      7      0 GLO
0        0705-142 07 08  3.37548481 -14 21 15.8159906 0.00001624 0.0004168 0.1627 55260.2 52409.7 56875.5     2     94      0 GLO
0        0705+350 07 08 24.44783457  34 55 42.1132938 0.00001198 0.0002255 0.0844 56507.3 54088.1 56809.7     2     81      0 GLO
0        0705+377 07 09  9.22252144  37 37 53.1817081 0.00000849 0.0001365 0.2895 55180.2 53573.0 56809.7     2    145      0 GLO
0        0707-028 07 09 45.05461389 -02 55 17.4964451 0.00000554 0.0001609 0.3812 55185.3 53560.8 56809.7     2    144      0 GLO
0        0709-387 07 10 43.63623560 -38 50 37.0399763 0.00001979 0.0009396 0.5409 55355.2 52306.7 56879.0     3     74      0 GLO
0        0707+424 07 10 44.32614488  42 20 55.0440374 0.00001069 0.0001289 -.1314 55556.3 50242.8 57012.1     2     93      0 GLO
0        0707+476 07 10 46.10487949  47 32 11.1426642 0.00000134 0.0000186 -.0075 54284.5 44343.6 57330.7    55   2715      0 GLO
0        0708-204 07 10 46.62271922 -20 33 23.9386497 0.00001419 0.0004548 0.6375 56507.4 53561.9 56875.5     2     81      0 GLO
0        0708-139 07 11  0.13585391 -13 59 31.2666401 0.00001410 0.0004474 0.5266 56875.5 56875.5 56875.5     1     71      0 GLO
0        0709+008 07 11 47.32585609  00 48 19.7424286 0.00021059 0.0030074 0.2237 56544.8 52940.7 57099.3     2     15      0 GLO
0        0709-015 07 11 51.39889322 -01 37 57.3969764 0.00000591 0.0001762 0.3299 56290.3 55916.7 56809.7     2    153      0 GLO
0        0708+506 07 12 43.68357953  50 33 22.7071938 0.00000617 0.0000662 -.0896 55596.6 53560.8 57012.1     3    230      0 GLO
0        0709+509 07 13 12.89631381  50 53 43.8918250 0.00002854 0.0002662 0.0611 52631.1 50306.3 56662.4     3     93      0 GLO
0        0710+439 07 13 38.16413268  43 49 17.2072014 0.00000288 0.0000543 -.0167 51813.4 48179.7 55271.7    39    909      0 GLO
0        0710+196 07 13 55.67917513  19 35  0.4089105 0.00000561 0.0001446 0.0366 54950.0 53126.1 56875.5     3    144      0 GLO
         0711+356 07 14 24.81747045 +35 34 39.7960811 0.00005493 0.0013405 0.0000 52140.4 47005.4 57275.3    21    632      0 ARC
0        0708+742 07 14 36.12497691  74 08 10.1441571 0.00003537 0.0001370 0.3890 54409.9 54088.1 56662.4     2     80      0 GLO
0        0713-092 07 15 33.39324229 -09 21 54.2747465 0.00001319 0.0003841 0.3146 56350.3 53134.5 56809.7     2     72      0 GLO
0        0714+101 07 17 13.15500871  10 01  4.2766261 0.00005477 0.0015159 0.2740 56875.5 56875.5 56875.5     1     27      0 GLO
0        0714+457 07 17 51.85241540  45 38  3.2608569 0.00000075 0.0000102 -.0964 55622.3 50306.3 57290.8   130   6793      0 GLO
0        0713+669 07 18  5.63191179  66 51 53.3290867 0.00001990 0.0001716 0.0671 54943.7 54943.7 54943.7     1     88      0 GLO
0        0716-181 07 18 14.15800491 -18 13  4.0545345 0.00001063 0.0003042 0.5565 55405.9 53552.8 56875.5     2    104      0 GLO
0        0716+332 07 19 19.41965710  33 07  9.7085165 0.00000553 0.0001227 0.0652 54912.7 53126.1 55966.8     2    159      0 GLO
0        0717-198 07 19 24.37329248 -19 55 20.4985078 0.00002081 0.0007343 -.4968 55685.3 52409.7 55741.7     2     59      0 GLO
0        0717-393 07 19 39.27872164 -39 28 48.6965195 0.00007867 0.0047080 -.1681 55112.7 55112.7 55112.7     1     19      0 GLO
0        0716+477 07 20 21.49777030  47 37 44.1247916 0.00000506 0.0000592 -.1268 55119.0 50306.3 57012.1     3    245      0 GLO
0        0718+157 07 21  2.41363854  15 40 42.9715873 0.00000999 0.0002588 0.1458 55561.5 53561.9 56875.5     2    116      0 GLO
0        0718-154 07 21 13.49142335 -15 30 41.0067812 0.00002627 0.0013050 -.6984 54657.8 54657.8 54657.8     1     25      0 GLO
0        0718+042 07 21 23.90997523  04 06 44.2132109 0.00000988 0.0003014 -.2066 51476.6 49914.7 56662.4     2    108      0 GLO
0        0719-353 07 21 46.69187187 -35 28 17.2964995 0.00004057 0.0016381 0.1857 56890.9 52409.7 57012.1     2     38      0 GLO
0        0716+714 07 21 53.44846562  71 20 36.3634292 0.00000046 0.0000023 -.0010 56114.3 44343.6 57336.7   432  71823      0 GLO
0        0718+374 07 22  1.25967922  37 22 28.6332854 0.00001527 0.0002078 -.0317 53638.8 50242.8 56875.5     2    125      0 GLO
0        0720-305 07 22 27.69520818 -30 38  4.6267227 0.00013517 0.0039034 0.3636 54705.2 52306.7 55454.7     2     21      0 GLO
0        0721-071 07 24 17.29263912 -07 15 20.3528410 0.00000700 0.0002521 -.3510 52775.6 52306.7 53609.2     2    100      0 GLO
0        0722+032 07 24 48.40893308  03 08 25.0905818 0.00002017 0.0006317 -.0397 53127.9 49914.7 56662.4     2     42      0 GLO
0        0722+145 07 25 16.80776193  14 25 13.7466545 0.00000085 0.0000166 -.1165 54785.9 47394.1 57280.7    75   3064      0 GLO
0        0723-265 07 25 24.41315456 -26 40 32.6797537 0.00000719 0.0002560 0.1088 54819.8 53503.7 56875.5     3    185      0 GLO
0        0723-189 07 25 50.16557244 -19 04 19.0742583 0.00000326 0.0001156 -.1584 56047.3 53126.1 56995.7     6    403      0 GLO
0        0723-008 07 25 50.63991704 -00 54 56.5432720 0.00000116 0.0000285 -.1109 54791.0 44773.8 57174.0   111   2463      0 GLO
0        0718+793 07 26 11.73522808  79 11 31.0162003 0.00000134 0.0000029 0.0236 53561.1 48223.7 57301.7  1458  49923      0 GLO
0        0723+219 07 26 14.26073795  21 53 20.1140523 0.00000122 0.0000219 -.0162 55937.5 53134.5 57311.8    69   1667      0 GLO
0        0723+067 07 26 36.36414244  06 36 42.8522756 0.00000573 0.0001734 -.2357 56010.6 53560.8 57099.3     2    130      0 GLO
0        0725-381 07 27  0.13039653 -38 13 11.4132777 0.00015669 0.0073153 -.2504 55413.8 55413.8 55413.8     1     13      0 GLO
0        0723+488 07 27  3.10061965  48 44 10.1268091 0.00000843 0.0001172 0.0058 53945.4 50306.3 57099.3     2    168      0 GLO
0        0723+679 07 28 10.89567989  67 48 47.0329333 0.00002233 0.0000872 0.1227 54935.1 53523.9 56875.5     2    152      0 GLO
0        0725+219 07 28 20.60830098  21 53  6.3902677 0.00000358 0.0000837 -.0549 51177.8 50085.5 53609.2     5    369      0 GLO
0        0726-224 07 28 29.79849274 -22 31 36.7073809 0.00003175 0.0008339 -.5355 55950.7 53134.5 56302.8     2     45      0 GLO
0        0724+571 07 28 49.63163721  57 01 24.3746127 0.00001938 0.0001926 -.0313 51032.9 49577.0 56662.4     2    146      0 GLO
0        0727-365 07 29  5.41177405 -36 39 45.2317338 0.00002252 0.0009393 -.4574 56255.1 48766.9 57012.1     3     54      0 GLO
0        0726-132 07 29 17.81769739 -13 20  2.2714479 0.00000885 0.0002571 0.4026 55338.9 53126.1 56875.5     2    122      0 GLO
0        0728-345 07 29 57.36505594 -34 39 19.5979446 0.00003851 0.0009295 -.7198 54550.6 52306.7 56662.4     2     33      0 GLO
0        0727-115 07 30 19.11247306 -11 41 12.6006050 0.00000015 0.0000036 -.0359 53422.3 45259.2 57336.7  4120 187684      0 GLO
0        0727-025 07 30 25.87759509 -02 41 24.9045003 0.00000541 0.0001619 0.3005 53588.4 50576.2 56809.7     2    149      0 GLO
0        0728-054 07 30 28.43648996 -05 35 46.9034420 0.00001657 0.0005175 0.4346 56247.9 54112.8 56809.7     2     72      0 GLO
0        0728-320 07 30 38.29835696 -32 08 20.1804271 0.00001917 0.0006252 -.0293 54173.5 52306.7 56662.4     2     56      0 GLO
0        0727+409 07 30 51.34656012  40 49 50.8268996 0.00002284 0.0003137 -.4578 51079.4 50242.8 54664.7     2     74      0 GLO
0        0728-235 07 31  6.66799136 -23 41 47.8699731 0.00000691 0.0002206 -.3088 54441.1 53134.5 56662.4     2     81      0 GLO
0        0729-222 07 31 31.50838873 -22 24 20.8663428 0.00001283 0.0003724 -.0270 54446.3 53126.1 56662.4     2     75      0 GLO
0        0728+249 07 31 33.74545530  24 51 58.5987721 0.00000780 0.0002202 0.3230 50262.7 50085.5 53020.8     5    214      0 GLO
0        0729+146 07 31 58.99697562  14 33 36.4927938 0.00000972 0.0002122 0.2050 55636.5 53561.9 56875.5     2    115      0 GLO
0        0729+019 07 32 22.78869746  01 50 35.3844613 0.00000583 0.0001735 0.1590 55237.8 53134.5 57099.3     2    164      0 GLO
0        0730-034 07 32 50.56348861 -03 34 33.5138131 0.00002989 0.0007175 0.0266 56875.5 56875.5 56875.5     1     53      0 GLO
0        0729+259 07 32 56.27526537  25 48 38.7955925 0.00000124 0.0000254 0.0055 55900.1 50219.8 57304.7    73   1648      0 GLO
0        0730+504 07 33 52.52057499  50 22  9.0622364 0.00000549 0.0000788 0.4288 51762.9 49577.0 53573.0     6    434      0 GLO
0        0731+050 07 33 57.45989553  04 56 14.4967718 0.00000343 0.0001059 -.1764 53946.0 49914.7 57047.0     4    237      0 GLO
0        0731+479 07 35  2.31168174  47 50  8.4269465 0.00000718 0.0000889 0.0018 53902.6 50306.3 57099.3     2    170      0 GLO
0        0733-174 07 35 45.81246784 -17 35 48.5023704 0.00000509 0.0001193 0.2043 52119.4 45900.1 55545.7    41    493      0 GLO
0        0733+016 07 35 58.63465477  01 30  3.6381624 0.00001378 0.0003864 -.0212 54431.8 49914.7 57047.0     2     90      0 GLO
0        0732+237 07 35 59.92003268  23 41  2.8622095 0.00009897 0.0012433 -.0801 56264.7 50156.3 56875.5     2     22      0 GLO
0        0733-187 07 36  2.37750712 -18 53  9.9225320 0.00009319 0.0020351 0.2802 54601.7 54601.7 54601.7     1     12      0 GLO
0        0733+300 07 36 13.66107258  29 54 22.1854353 0.00000829 0.0001667 0.0292 53923.4 50219.8 56875.5     2    124      0 GLO
0        0734-044 07 36 33.62730902 -04 33 11.8603271 0.00001304 0.0004457 -.2091 55590.3 53560.8 55741.7     2     72      0 GLO
0        0733+261 07 36 58.07363147  26 04 49.9455801 0.00000917 0.0001975 -.0732 54562.5 50219.8 56818.4     2    117      0 GLO
0        0734-072 07 37  7.13293969 -07 20 38.0388581 0.00001336 0.0003665 0.5254 56242.6 53561.9 56875.5     2     89      0 GLO
0        UG03927  07 37 30.08698171  59 41  3.1942519 0.00002631 0.0005250 -.2888 53534.1 49577.0 54088.1     4     51      0 GLO
0        0736-397 07 37 55.84040509 -39 54 34.0535585 0.00004546 0.0020761 -.2529 56744.6 53134.5 57012.1     2     29      0 GLO
0        0733+646 07 37 58.98044628  64 30 43.3473144 0.00004287 0.0001771 0.3448 54452.8 49827.5 56875.5     2     96      0 GLO
0        0735+178 07 38  7.39374800  17 42 18.9981971 0.00000049 0.0000088 0.1867 49483.2 44773.8 55138.7   584  15970      0 GLO
0        0736-332 07 38 16.94891971 -33 22 12.7770197 0.00005425 0.0007031 -.2601 51529.4 48766.9 53126.1     5     25      0 GLO
0        0738-674 07 38 56.49625063 -67 35 50.8259967 0.00001315 0.0000926 0.2317 52329.3 47626.5 55784.7    27    175      0 GLO
0        0736-063 07 38 57.17554706 -06 26 58.0568255 0.00000764 0.0002097 0.2902 53873.5 50576.2 56875.5     2    128      0 GLO
0        0732+755 07 39 13.19481113  75 27 47.7090008 0.00027278 0.0005510 0.8320 52561.4 49827.5 56662.4     2     25      0 GLO
0        0736+017 07 39 18.03389671  01 37  4.6177771 0.00000077 0.0000106 -.0470 55316.5 44773.8 57322.7   160   4919      0 GLO
0        0737-242 07 39 23.98513010 -24 20 54.9331738 0.00003159 0.0010465 0.6660 56875.5 56875.5 56875.5     1     64      0 GLO
0        0738-246 07 40 14.71668450 -24 44 36.6823945 0.00000868 0.0002827 -.2026 54318.6 53126.1 56662.4     2     86      0 GLO
0        0737+289 07 40 33.54382310  28 52 47.2466580 0.00000785 0.0001828 -.1234 55800.8 53573.0 56818.4     2    118      0 GLO
0        0735+674 07 40 53.39860952  67 19  8.2328506 0.00006559 0.0002510 0.5626 55610.5 49827.5 56875.5     2     78      0 GLO
         0738+313 07 41 10.70330288 +31 12  0.2291051 0.00000905 0.0004493 0.0000 51319.8 45466.0 57173.6   107   8474      0 ARC
0        0738+272 07 41 25.73284965  27 06 45.3921507 0.00000548 0.0001232 -.1501 54495.7 50219.8 56818.4     2    125      0 GLO
0        0739-266 07 41 55.68119227 -26 47 30.4943251 0.00001425 0.0005157 -.1621 55034.2 53134.5 56662.4     2     52      0 GLO
0        0738+491 07 42  2.74894706  49 00 15.6089334 0.00000088 0.0000110 -.0058 55501.4 49750.8 57309.7   118   5542      0 GLO
0        0738+548 07 42 39.79069817  54 44 24.6672758 0.00001925 0.0001715 -.0093 51241.4 49577.0 56662.4     2    149      0 GLO
0        0740-383 07 42 42.00493262 -38 29  3.9046094 0.00003435 0.0013799 -.4668 55849.1 52306.7 57012.1     4     44      0 GLO
0        0740+173 07 43  5.10681065  17 14 24.4122254 0.00000809 0.0002046 0.0946 52359.9 50085.5 56875.5     3    218      0 GLO
