This file was produced by gsnoop                                                                                                 
Using spoolfile:  /500/solutions/2015a_astro/Dec-18/2015a_astro_minus3.spl                                                       
                                                                                                                                 
 VLBI source positions for epoch  51544.5 MJD                                                                                    
                                                                                                                                 
source name      |Right  Ascension |  Declination    |  Uncertainties     | cor  | mean  | first | last  |  observations         
IAU name|IVS name|Hr|Mn|  Seconds  |Deg|Mn| Seconds  |  Unc RA  |Unc Dec  |Ra-Dc |  MJD  |  MJD  |  MJD  |sess |delay |rates     
        |        |  |  |           |   |  |          |          |         |      |       |       |      |     |      |           
0        1210+197 12 12 56.09589275  19 25 47.0164443 0.00004773 0.0004101 -.1004 50972.5 50085.5 54643.7     3     70      0 GLO
0        1210-097 12 13 22.94287103 -10 03 25.2677663 0.00000858 0.0003078 0.0334 54177.5 50576.2 56818.4     2    130      0 GLO
0        1210-246 12 13 29.68547139 -24 53 13.1755550 0.00001759 0.0005396 -.1873 55930.9 53561.9 55966.8     2     67      0 GLO
0        1210+134 12 13 32.17044692  13 07 20.9045416 0.00000831 0.0002592 0.0451 56863.8 50085.5 57047.0     2     76      0 GLO
0        1211-167 12 13 43.76786499 -16 58 56.7639723 0.00005611 0.0020087 -.7006 56328.0 54088.1 56463.8     2     35      0 GLO
0        1211+334 12 14  4.11576445  33 09 45.5950200 0.00000665 0.0001198 0.1766 54392.0 50219.8 57047.0     2    144      0 GLO
0        1212+087 12 14 59.91318672  08 29 22.5181923 0.00006423 0.0011379 0.3613 50212.6 49914.7 54482.7     2     46      0 GLO
0        1212+171 12 15  3.97914057  16 54 37.9568437 0.00000131 0.0000259 0.0654 55183.2 50085.5 57290.8    79   2011      0 GLO
0        1212+177 12 15 14.72000970  17 30  2.2559059 0.00005985 0.0010975 0.0647 56809.7 56809.7 56809.7     1     27      0 GLO
0        1213-172 12 15 46.75176091 -17 31 45.4030660 0.00000095 0.0000153 -.1219 55395.7 46840.8 57325.8   141   4129      0 GLO
0        1213+350 12 15 55.60104505  34 48 15.2206673 0.00000217 0.0000402 -.1078 52421.0 48194.7 56946.3    38   1183      0 GLO
0        1213+097 12 16  6.21026036  09 29  9.6088930 0.00001451 0.0004951 0.0016 56302.8 56302.8 56302.8     1     78      0 GLO
0        1213-102 12 16 24.40259718 -10 33 15.6200971 0.00000435 0.0001559 -.0375 53716.7 50576.2 56818.4     2    161      0 GLO
0        1214+588 12 17 11.01883095  58 35 26.2463668 0.00001275 0.0000870 -.0387 52509.8 49577.0 56818.4     2    200      0 GLO
0        1215+303 12 17 52.08196489  30 07  0.6359172 0.00000161 0.0000256 -.0901 54075.3 48434.7 57275.7    43   1775      0 GLO
0        1215-002 12 17 58.72904141 -00 29 46.2996709 0.00000577 0.0001869 -.1058 55124.2 50576.2 55847.8     2    102      0 GLO
0        1215-457 12 18  6.25070451 -46 00 28.9974288 0.00022976 0.0031231 -.4886 52622.6 48162.4 56498.8     3     12      0 GLO
0        1215+113 12 18 26.09228338  11 05  5.2622805 0.00000469 0.0001272 0.1235 54934.4 53126.1 56809.7     2    165      0 GLO
0        1216-010 12 18 34.92981470 -01 19 54.3420082 0.00000571 0.0001788 0.0921 54043.6 50576.2 57160.0     3    180      0 GLO
0        1216+179 12 18 46.60446819  17 38 17.2681136 0.00001497 0.0003993 -.0410 56393.8 56393.8 56393.8     1     68      0 GLO
0        1216-217 12 18 58.73726201 -21 59 46.1999791 0.00001169 0.0003926 -.2870 56965.6 53573.0 57012.1     2     74      0 GLO
0        1216+487 12 19  6.41474726  48 29 56.1648337 0.00000249 0.0000263 0.0152 51952.4 46977.9 55342.7    31   1342      0 GLO
0        1216+640 12 19 10.58316846  63 44 10.7180090 0.00002113 0.0001180 0.1314 55794.0 52940.7 56879.0     2     98      0 GLO
0        NGC4261  12 19 23.21606961  05 49 29.6996177 0.00001427 0.0002328 0.0705 53502.0 50303.8 54125.8     3     79      0 GLO
0        1217+662 12 19 35.79431277  66 00 31.8461311 0.00002308 0.0001172 0.0686 56338.8 53560.8 56879.0     2     86      0 GLO
0        1217+713 12 20  3.62839144  71 05 31.1336073 0.00002898 0.0001660 -.0168 52492.2 49827.5 53134.5     4    134      0 GLO
0        NGC4278  12 20  6.82538678  29 16 50.7134858 0.00001719 0.0002665 0.2345 56466.7 50168.7 56809.7     4     68      0 GLO
0        1217+348 12 20  8.29413642  34 31 21.7434678 0.00000823 0.0001727 -.4443 54198.8 50219.8 57047.0     2    163      0 GLO
0        1217+023 12 20 11.88459263  02 03 42.2251022 0.00001325 0.0001344 0.0815 50635.9 49914.7 53108.7     5    101      0 GLO
0        1217-266 12 20 17.18518537 -26 53 47.3709385 0.00000804 0.0002731 -.1215 57005.0 56995.7 57012.1     2    142      0 GLO
0        1218+339 12 20 33.87549716  33 43 12.0277940 0.00001437 0.0002135 -.0101 56525.3 54278.7 56809.7     2     89      0 GLO
0        1218+384 12 20 59.22930584  38 08 55.7069046 0.00000677 0.0000939 -.2876 53447.2 50242.8 56809.7     2    166      0 GLO
0        1218-341 12 21  1.79140475 -34 23 18.3037449 0.00001185 0.0004017 -.5667 55518.7 55518.7 55518.7     1     46      0 GLO
0        1218-024 12 21 23.94117044 -02 41 49.6090658 0.00000513 0.0001591 0.0641 53859.4 50576.2 56818.4     2    154      0 GLO
0        1218+444 12 21 27.04464952  44 11 29.6721135 0.00000706 0.0000939 -.0991 53555.4 50306.3 57047.0     2    139      0 GLO
0        1219+285 12 21 31.69051697  28 13 58.5001264 0.00000262 0.0000504 -.1664 50454.3 44447.0 55180.7    52    755      0 GLO
0        1219-164 12 22 16.09879213 -16 45 54.8806085 0.00001078 0.0003974 -.1553 56420.5 54112.8 56818.4     2     68      0 GLO
0        1219+044 12 22 22.54962181  04 13 15.7761276 0.00000027 0.0000077 -.1203 51439.7 48378.8 57294.7  1366  33677      0 GLO
0        1221+464 12 23 39.33667430  46 11 18.6023427 0.00001672 0.0001806 -.0730 53985.6 50306.3 56267.8     2    128      0 GLO
0        1221+809 12 23 40.49375416  80 40  4.3404622 0.00000497 0.0000130 0.0173 53405.3 48022.7 57322.7    66   3637      0 GLO
0        1221+071 12 23 54.62432275  06 50  2.5722626 0.00000724 0.0001824 0.3432 56017.2 49914.7 56809.7     2     87      0 GLO
0        1221+484 12 23 58.23067630  48 12 57.6647659 0.00002516 0.0003564 0.0537 56267.8 56267.8 56267.8     1     82      0 GLO
0        1222+438 12 24 51.50531417  43 35 19.2874408 0.00000822 0.0001253 0.0483 53717.3 50242.8 57047.0     2    141      0 GLO
0        1222+037 12 24 52.42193807  03 30 50.2929261 0.00000291 0.0000778 -.1930 49973.3 46502.8 51499.8    67    608      0 GLO
0        1221-829 12 24 54.38242124 -83 13 10.1009751 0.00048798 0.0010830 -.9534 53807.8 48043.8 57325.8     3     13      0 GLO
0        1222+216 12 24 54.45840381  21 22 46.3885773 0.00000303 0.0000873 -.1902 51154.9 50085.5 53552.8     5    386      0 GLO
0        M84      12 25  3.74333566  12 53 13.1392467 0.00000257 0.0001040 -.0559 53421.1 50303.8 55112.7    28    667      0 GLO
0        1223+395 12 25 50.56908498  39 14 22.6865340 0.00001006 0.0001784 -.0668 53526.3 50242.8 56809.7     2    134      0 GLO
0        1223-188 12 26 35.27696640 -19 04 38.5333188 0.00000838 0.0003091 -.3736 54575.9 54559.7 54601.7     2     91      0 GLO
0        1224-132 12 26 54.41874546 -13 28 38.9850644 0.00000847 0.0002674 0.3541 55506.6 53552.8 56818.4     2    117      0 GLO
0        1224+439 12 26 57.90392943  43 40 58.4513595 0.00001282 0.0001892 0.0007 56698.4 53561.9 57047.0     2     70      0 GLO
0        1224-443 12 27 26.68267545 -44 36 38.3441927 0.00001955 0.0007528 -.6118 55389.3 53126.1 56662.4     2     25      0 GLO
0        1225+498 12 27 55.72471459  49 32 56.0457140 0.00001393 0.0002087 -.0786 54361.1 53573.0 56662.4     2     98      0 GLO
0        1225+368 12 27 58.72554493  36 35 11.8268862 0.00001461 0.0002055 -.1936 54229.9 50242.8 56809.7     2    112      0 GLO
0        1225+028 12 28 19.25665690  02 32 29.3966551 0.00000480 0.0001446 -.0091 55486.1 53560.8 56809.7     2    135      0 GLO
0        1225+317 12 28 24.96599529  31 28 37.6289826 0.00000651 0.0001181 -.0650 53468.4 50219.8 56809.7     2    142      0 GLO
0        1226-028 12 28 36.91729530 -03 04 39.3118042 0.00001281 0.0003890 -.1070 51667.2 50526.8 53131.8     6    133      0 GLO
0        1226+373 12 28 47.42367429  37 06 12.0958592 0.00000067 0.0000111 0.0096 55370.7 48378.8 57336.7   171   6535      0 GLO
0        1226+492 12 28 51.76786563  48 58  1.2904103 0.00001824 0.0002016 0.0235 52609.3 50306.3 56662.4     2     69      0 GLO
0        1226+638 12 29  6.02608864  63 35  0.9839171 0.00002793 0.0001704 0.0449 55532.1 49827.5 56879.0     2     89      0 GLO
         3C273B   12 29  6.69972977 +02 03  8.5982405 0.00007022 0.0013677 0.0000 50678.2 44090.1 57266.3  1152  32011      0 ARC
0        1227+274 12 29 34.24797120  27 11 56.3778187 0.00000717 0.0002088 -.0105 56005.8 53561.9 56036.8     2     80      0 GLO
0        1227+587 12 30  7.05728950  58 30  7.7622216 0.00001715 0.0001159 0.0360 54699.0 49577.0 56818.4     2    123      0 GLO
0        1227+255 12 30 14.08934319  25 18  7.1362586 0.00000513 0.0000892 -.3056 54383.8 50219.8 56875.5     4    225      0 GLO
0        1228-310 12 30 44.93266488 -31 21 23.3107238 0.00005528 0.0038480 -.3101 52575.0 52306.7 53134.5     3     37      0 GLO
0        3C274    12 30 49.42338229  12 23 28.0437555 0.00000025 0.0000047 -.0993 54172.8 46502.8 57336.7  1767  61873      0 GLO
0        1228-008 12 30 55.29624483 -01 08 50.0513587 0.00001529 0.0005040 -.1776 56818.4 56818.4 56818.4     1     80      0 GLO
0        1228-113 12 30 55.55594492 -11 39  9.7968078 0.00002953 0.0008664 -.5156 50624.4 50576.2 51297.8     2     45      0 GLO
0        1228-352 12 31 16.54212120 -35 33 18.9187385 0.00016843 0.0073332 -.2299 55996.6 53503.7 56162.7     2     16      0 GLO
0        1228+045 12 31 27.58587402  04 18  1.8890121 0.00000503 0.0001385 0.0253 54277.9 49914.7 56809.7     2    128      0 GLO
0        1229+645 12 31 31.39660770  64 14 18.2603755 0.00077570 0.0079626 -.3594 57275.7 57275.7 57275.7     1      7      0 GLO
0        1229-123 12 31 50.26589948 -12 36 37.0513414 0.00004122 0.0010581 0.1680 56793.9 53560.8 56879.0     2     39      0 GLO
0        1229-021 12 32  0.01600708 -02 24  4.7943642 0.00000501 0.0001456 0.1741 53550.7 50576.2 56818.4     2    149      0 GLO
0        1229-099 12 32 15.85983975 -10 15 25.1702646 0.00000741 0.0002417 -.1077 56163.5 53561.9 56879.0     2    102      0 GLO
0        1230+486 12 32 34.78760954  48 21 32.9406213 0.00001756 0.0001885 -.0974 52154.0 50306.3 56662.4     2     86      0 GLO
0        1230-183 12 32 43.03440472 -18 36  5.8584649 0.00001957 0.0005814 -.1499 56879.0 56879.0 56879.0     1     65      0 GLO
0        1231+811 12 33 12.89308433  80 54 33.9717602 0.00005150 0.0001469 -.2323 55691.5 54112.8 56875.5     2    126      0 GLO
0        1230-101 12 33 13.16486294 -10 25 18.4376597 0.00000671 0.0002176 0.0593 54049.2 50576.2 56879.0     2    147      0 GLO
0        1231+481 12 34 13.33079059  47 53 51.2364875 0.00001732 0.0001844 -.1620 52154.0 50306.3 56662.4     2     86      0 GLO
0        1232-338 12 34 46.12015943 -34 08 59.0547496 0.00001357 0.0004862 -.1958 55112.7 55112.7 55112.7     1     46      0 GLO
0        1232+366 12 35  5.80646046  36 21 19.3213133 0.00001881 0.0003099 -.3485 50713.9 50242.8 54482.7     2     81      0 GLO
0        NGC4552  12 35 39.80734441  12 33 22.8308091 0.00001583 0.0003645 0.1455 56809.7 56809.7 56809.7     1     78      0 GLO
0        1234-504 12 37 15.23867163 -50 46 23.1743153 0.00074955 0.0027485 -.6956 50432.5 48766.9 52941.7     4     13      0 GLO
0        1235+196 12 37 36.42034956  19 24 40.6201587 0.00000495 0.0001273 -.1787 52206.5 50085.5 56809.7     3    260      0 GLO
0        1235+208 12 37 56.59095164  20 34 18.8497178 0.00001312 0.0002177 0.4368 55659.1 53560.8 56875.5     2    109      0 GLO
0        1235+076 12 38  2.44564157  07 23 21.8168632 0.00000509 0.0001463 0.0780 52778.8 49914.7 56809.7     2    195      0 GLO
0        1235-197 12 38 24.38942650 -19 59 13.6844538 0.00000969 0.0003193 -.0300 56879.0 56879.0 56879.0     1     81      0 GLO
0        1236-381 12 38 52.73155516 -38 25 56.9833052 0.00001652 0.0005479 -.1704 56078.8 52306.7 57012.1     4     64      0 GLO
0        1236+077 12 39 24.58832918  07 30 17.1891276 0.00000088 0.0000133 -.0251 55455.5 48378.8 57295.7    82   3339      0 GLO
0        1236+049 12 39 32.75566810  04 43  5.2330265 0.00000470 0.0001367 -.0261 52901.3 49914.7 56809.7     2    187      0 GLO
0        1237-101 12 39 43.06147921 -10 23 28.6925681 0.00000144 0.0000320 -.0146 52913.4 49398.5 56936.0    48   1550      0 GLO
0        1236-684 12 39 46.65138978 -68 45 30.8925457 0.00002507 0.0001795 -.2881 52401.7 48043.8 55420.7    20     72      0 GLO
0        M104     12 39 59.43187041 -11 37 22.9969789 0.00003199 0.0013624 -.8207 50667.0 49883.8 53552.8    14     40      0 GLO
0        1238+702 12 40 34.70035990  69 58 30.6099735 0.00005171 0.0004142 -.2541 53827.2 49827.5 54088.1     2     49      0 GLO
0        1238-110 12 40 37.34196407 -11 21 24.8058609 0.00064988 0.0382884 0.7486 57077.3 53573.0 57135.7     2     61      0 GLO
0        1238+243 12 40 47.98498105  24 05 14.1495310 0.00002377 0.0004186 -.1045 55113.7 50219.8 56875.5     2     68      0 GLO
0        1239+552 12 41 27.70383504  54 58 19.0524555 0.00004891 0.0004030 0.3415 56564.8 54440.7 56818.4     2     75      0 GLO
0        1239+606 12 41 29.59058521  60 20 41.3221929 0.00003239 0.0002344 -.4464 54521.8 49577.0 57275.7     7    139      0 GLO
0        1239+376 12 42  9.81238232  37 20  5.6926464 0.00000634 0.0001254 -.0033 51345.3 50168.7 52991.8    12    218      0 GLO
0        1240+381 12 42 51.36907032  37 51  0.0252441 0.00000187 0.0000269 -.1373 53576.4 49429.9 57246.7    43   1727      0 GLO
0        1240-294 12 43 10.66192716 -29 43 22.5047692 0.00000647 0.0001978 0.1442 55310.4 53126.1 57012.1     2    153      0 GLO
0        1241+735 12 43 11.21707232  73 15 59.2500985 0.00003963 0.0002345 -.7250 56151.4 53561.9 56204.7     2     99      0 GLO
0        1241+749 12 43 45.03333592  74 42 37.1149023 0.00002147 0.0000980 -.0842 55163.0 49827.5 56809.7     2    106      0 GLO
0        1241+166 12 43 57.64921047  16 22 53.3935831 0.00000837 0.0002530 -.1453 55069.4 54314.7 56662.4     2     84      0 GLO
0        1241+176 12 44 10.82489129  17 21  4.5069880 0.00017794 0.0037847 -.9476 54741.9 53719.8 55413.8     3     19      0 GLO
0        1241-262 12 44 14.64194028 -26 33 25.0002771 0.00000803 0.0002721 -.0998 55636.2 53560.8 57012.1     2    148      0 GLO
0        1242+410 12 44 49.18758018  40 48  6.1619213 0.00002999 0.0004136 0.2784 53987.6 50242.8 56662.4     2     36      0 GLO
0        1242+574 12 45  9.99960230  57 09 54.3742896 0.00007734 0.0004801 -.2657 57275.7 57275.7 57275.7     1     63      0 GLO
0        1243-160 12 45 53.74226866 -16 16 45.7051473 0.00000155 0.0000236 0.0663 55911.5 50632.3 57304.7    90   1236      0 GLO
0        1243-412 12 45 57.63112574 -41 28 45.1887478 0.00006339 0.0020286 0.3243 56893.8 54292.7 57012.1     2     23      0 GLO
0        1243-072 12 46  4.23211094 -07 30 46.5746906 0.00000085 0.0000130 -.0008 55268.5 47176.5 57336.7   177   3621      0 GLO
0        1244-255 12 46 46.80203736 -25 47 49.2888843 0.00000082 0.0000145 -.1651 54458.1 46875.8 57336.7   308   4692      0 GLO
0        1245+710 12 47  7.55260319  70 46 45.1213202 0.00001900 0.0001078 -.0922 56567.3 54112.8 56809.7     2     89      0 GLO
0        1245+716 12 47  9.32785337  71 24 20.0195563 0.00048088 0.0053043 -.6303 56995.7 56995.7 56995.7     1     75      0 GLO
0        1245+676 12 47 33.32962986  67 23 16.4489496 0.00005093 0.0002095 -.0648 56275.5 49827.5 57012.1     3     87      0 GLO
0        1245-235 12 47 59.35123000 -23 48 59.2756131 0.00000650 0.0002090 -.0513 54726.0 50632.3 57012.1     3    139      0 GLO
0        1246+586 12 48 18.78477330  58 20 28.7169367 0.00002570 0.0001935 0.0239 53610.2 49577.0 56818.4     2    158      0 GLO
0        1245-062 12 48 22.97565500 -06 32  9.8182273 0.00000416 0.0001405 0.0267 53824.2 50576.2 56749.7     3    172      0 GLO
0        1245-197 12 48 23.89808461 -19 59 18.5889831 0.00002126 0.0005114 0.5857 53126.8 50632.3 56879.0     3    116      0 GLO
0        1245-454 12 48 28.49514902 -45 59 47.1799508 0.00000942 0.0001871 0.4092 53691.6 53018.7 54670.7    13     71      0 GLO
0        1246+489 12 48 50.94845223  48 39 53.1614935 0.00002103 0.0002351 -.0847 56489.1 50306.3 57047.0     3     80      0 GLO
0        1246+285 12 49 18.40929895  28 17 43.6148447 0.00001043 0.0001759 -.0995 55426.9 53126.1 56875.5     2    132      0 GLO
0        1247+022 12 50  6.84169604  01 58  4.1449553 0.00003960 0.0007979 0.7588 56074.7 53134.5 56809.7     2     65      0 GLO
0        1247+166 12 50  9.22709803  16 21 21.4620993 0.00001839 0.0004681 0.2244 55305.5 53560.8 56662.4     2     48      0 GLO
0        1247-442 12 50 22.80481378 -44 32  3.4818909 0.00001355 0.0004299 -.1954 55168.8 55168.8 55168.8     1     33      0 GLO
0        1247+139 12 50 28.21805499  13 43 40.3847102 0.00000531 0.0001901 -.0724 55238.5 53573.0 55371.8     2     81      0 GLO
0        1247+025 12 50 32.58081215  02 16 32.1732538 0.00000603 0.0001768 -.0875 55208.4 53561.9 56875.5     2    161      0 GLO
0        1248-170 12 51 14.47511763 -17 17 13.1599817 0.00000539 0.0001875 -.2356 55552.4 53561.9 57012.1     2    156      0 GLO
0        1248-343 12 51 23.96336798 -34 40 13.3906024 0.00003891 0.0014033 0.5090 57012.1 57012.1 57012.1     1     52      0 GLO
0        1248-350 12 51 39.22503590 -35 18 39.5815396 0.00000772 0.0002858 -.2220 56316.1 53134.5 57012.1     2     78      0 GLO
0        1250-330 12 52 58.39734601 -33 19 59.5614604 0.00000551 0.0002018 -.1878 55614.5 53126.1 57012.1     2    114      0 GLO
0        1250+293 12 53  6.40903698  29 05 13.8865563 0.00009839 0.0028141 -.0297 56393.8 56393.8 56393.8     1     17      0 GLO
0        1250+532 12 53 11.92053491  53 01 11.7370650 0.00001231 0.0000937 -.2074 55216.9 49577.0 56818.4     2    104      0 GLO
0        1251+413 12 53 39.09871363  41 07 24.4769746 0.00001372 0.0001870 -.1239 57047.0 57047.0 57047.0     1     62      0 GLO
0        1251-407 12 53 59.53359787 -40 59 30.6853202 0.00008086 0.0018293 0.2318 51836.8 49650.8 56524.7     6     19      0 GLO
0        1252+458 12 54 28.82871094  45 36  4.3273277 0.00001790 0.0002715 0.1127 52067.2 50306.3 56662.4     3    118      0 GLO
0        1251-130 12 54 31.46827643 -13 17 16.2115907 0.00000584 0.0002137 -.1191 56309.6 53560.8 57012.1     2    113      0 GLO
0        1251-197 12 54 37.25560915 -20 00 56.4064581 0.00000439 0.0001282 -.2875 56618.6 54489.7 57198.7    10    463      0 GLO
0        1252+119 12 54 38.25560583  11 41  5.8950840 0.00000113 0.0000204 -.0411 54709.1 46977.9 57295.7    85   2454      0 GLO
0        1252+028 12 54 45.46653508  02 33 28.9633784 0.00000753 0.0002031 -.0039 55996.9 53573.0 56875.5     2    109      0 GLO
0        1252-441 12 54 57.51317034 -44 24 56.5990699 0.00001707 0.0006090 -.3437 55686.9 53126.1 56662.4     2     29      0 GLO
0        1252+092 12 54 58.95769183  08 59 47.5515634 0.00001082 0.0002929 -.3862 56217.4 54088.1 56875.5     2     72      0 GLO
0        1251-713 12 54 59.92146017 -71 38 18.4365769 0.00000827 0.0000435 0.2635 53885.8 47626.5 57336.7    63    573      0 GLO
0        1253+185 12 55 31.75992466  18 17 50.9104396 0.00000537 0.0001315 0.0152 52936.3 50085.5 56809.7     4    201      0 GLO
         3C279    12 56 11.16657087 -05 47 21.5251655 0.00003628 0.0007215 0.0000 50631.8 44090.1 57173.6   281   9037      0 ARC
0        1254+571 12 56 14.23396954  56 52 25.2379507 0.00001321 0.0001026 -.0295 54076.5 49690.0 56818.4     3    164      0 GLO
0        1253-216 12 56 25.51099950 -21 55 21.1417704 0.00001302 0.0004397 -.5041 56002.7 53561.9 56662.4     2     47      0 GLO
0        1256+802 12 57 31.72648266  79 58  2.5074229 0.00041840 0.0007866 -.0496 54608.7 50688.3 55168.8     2     32      0 GLO
0        1255+327 12 57 57.23185888  32 29 29.3262120 0.00000477 0.0000857 -.2784 53362.0 50219.8 56809.7     2    151      0 GLO
0        1255-316 12 57 59.06082513 -31 55 16.8517116 0.00000071 0.0000118 0.1977 54290.4 47640.2 57325.8  1101  12353      0 GLO
0        1256+009 12 58 34.91512325  00 38 32.1655904 0.00001371 0.0004062 -.2561 56875.5 56875.5 56875.5     1     72      0 GLO
0        1255-177 12 58 38.30170268 -18 00  3.1244157 0.00000148 0.0000289 -.0083 55644.5 50632.3 57322.7   106   1687      0 GLO
0        1256-220 12 58 54.47878140 -22 19 31.1253145 0.00000355 0.0001299 -.2131 52011.0 50632.3 53609.2     3    284      0 GLO
0        1256-229 12 59  8.46203373 -23 10 38.6543735 0.00000406 0.0001392 -.2109 53004.1 50632.3 57012.1     3    244      0 GLO
0        1256-243 12 59 12.62564369 -24 36  5.5035123 0.00001501 0.0004745 -.1100 53498.8 50632.3 57099.3     3    161      0 GLO
0        1257+519 12 59 31.17400959  51 40 56.2611459 0.00001626 0.0002356 0.0937 53563.0 49577.0 54112.8     2     33      0 GLO
0        1257+123 13 00  1.93886971  12 06 22.1182980 0.00001254 0.0003184 -.2957 52433.8 49914.7 56662.4     2     75      0 GLO
0        1257+145 13 00 20.91882133  14 17 18.5316147 0.00000317 0.0000651 0.0764 53130.7 48804.9 55293.7    39    713      0 GLO
0        1258+287 13 00 28.52999493  28 30 10.1888902 0.00001015 0.0001584 0.2910 54748.7 52940.7 56875.5     3    130      0 GLO
0        1258+087 13 00 36.43875689  08 28  2.8636950 0.00000747 0.0002015 -.1093 55818.3 53503.7 56875.5     2    118      0 GLO
0        1258+145 13 00 41.03703702  14 17 29.4150821 0.00000633 0.0001949 -.0475 55986.9 53560.8 56106.8     2     85      0 GLO
0        1258+507 13 00 41.24705478  50 29 36.7653262 0.00002037 0.0004374 -.2299 49909.1 49577.0 50306.3     2    123      0 GLO
0        1257-326 13 00 42.42601276 -32 53 12.1135838 0.00001473 0.0005102 0.1427 53007.0 52306.7 53411.8     3     88      0 GLO
0        1259+468 13 01 32.60629270  46 34  2.9394230 0.00001055 0.0001383 0.0557 55522.2 53561.9 57047.0     2    128      0 GLO
0        1300+485 13 02 17.19606444  48 19 17.5743369 0.00000708 0.0000832 -.0671 54624.4 50306.3 56809.7     3    216      0 GLO
0        1300+693 13 02 37.92493910  69 02 51.6023141 0.00002193 0.0000780 -.0163 56166.8 49827.5 57012.1     2    102      0 GLO
0        1300+580 13 02 52.46527916  57 48 37.6093462 0.00000025 0.0000023 0.0018 53872.6 49422.9 57330.7  1291 102616      0 GLO
0        1300-105 13 03 13.86794231 -10 51 17.1293457 0.00000349 0.0001152 -.2146 55243.3 50576.2 57051.8     5    288      0 GLO
0        1302-034 13 04 43.64221864 -03 46  2.5516579 0.00000650 0.0002208 -.3706 52727.9 50576.2 56662.4     2     99      0 GLO
0        1302+641 13 04 47.37028332  63 53 47.3926467 0.00002745 0.0001280 0.0951 56926.7 53126.1 57012.1     3     91      0 GLO
0        1302-208 13 04 59.06935303 -21 06 42.4579953 0.00001171 0.0004124 -.3148 55955.5 54965.8 56662.4     2     72      0 GLO
0        1304+791 13 05  0.01419935  78 54 35.7964775 0.00012407 0.0001557 0.1780 50404.3 49827.5 50688.3     2     97      0 GLO
0        1302-285 13 05  8.46851038 -28 50 42.0291371 0.00001313 0.0004206 -.0307 53409.9 50688.3 56662.4     2     90      0 GLO
0        1302-312 13 05 31.07345772 -31 32 52.2186487 0.00000836 0.0002738 -.2847 56983.8 52306.7 57099.3     2     83      0 GLO
0        1302-102 13 05 33.01503591 -10 33 19.4281729 0.00000213 0.0000599 -.1806 51771.6 47176.5 56566.3    95    978      0 GLO
0        1303+557 13 06  3.35111366  55 29 43.8567005 0.00001625 0.0001196 0.1779 55911.3 49577.0 56879.0     2     83      0 GLO
0        1303-170 13 06 32.66053303 -17 18 58.3894339 0.00000563 0.0002116 -.0103 54254.3 50632.3 57012.1     2    155      0 GLO
0        1304-318 13 07 15.17882302 -32 07 58.6417243 0.00001241 0.0004078 0.2564 55483.7 55483.7 55483.7     1     49      0 GLO
0        1305+502 13 08  7.92423917  49 57 53.4704187 0.00000997 0.0000997 -.0963 54267.0 50306.3 56809.7     2    133      0 GLO
0        1305+042 13 08 15.55309448  04 01  9.3511214 0.00001373 0.0004570 -.6414 55074.6 53126.1 56875.5     2    127      0 GLO
0        1306+660 13 08 21.91515677  65 44 14.6126099 0.00147157 0.0148070 0.7270 57012.1 57012.1 57012.1     1      3      0 GLO
0        1306+360 13 08 23.70912940  35 46 37.1640672 0.00000109 0.0000225 -.0805 55302.3 52409.7 57287.7    69   2166      0 GLO
0        1305-247 13 08 32.72740072 -24 58 32.4098246 0.00000955 0.0003414 -.3462 55959.1 54112.8 56662.4     2     58      0 GLO
0        1303-827 13 08 38.19479851 -82 59 34.7936165 0.00106780 0.0028062 -.0475 53312.1 52887.6 54457.4     4     18      0 GLO
0        1307+562 13 09  9.75451797  55 57 38.1939257 0.00001634 0.0001442 -.1050 53045.4 49577.0 56879.0     2    120      0 GLO
0        1306-039 13 09 17.83284215 -04 15 16.1970706 0.00001725 0.0004975 -.0760 56879.0 56879.0 56879.0     1     78      0 GLO
0        1307+121 13 09 33.93245113  11 54 24.5531264 0.00000139 0.0000286 0.1394 52221.7 49099.7 57103.0   115   1338      0 GLO
0        1306-395 13 09 48.48831685 -39 48 33.0856542 0.00001079 0.0004006 -.1330 54792.4 53523.9 55916.7     2     83      0 GLO
0        1307+010 13 10 28.50432530  00 44  8.8843826 0.00001781 0.0004367 -.4068 55065.2 49914.7 55776.7     3     87      0 GLO
         1308+326 13 10 28.66384930 +32 20 43.7829161 0.00001440 0.0002068 0.0000 50938.3 44774.0 57102.7  2287 115207      0 ARC
0        1308+471 13 10 53.59160110  46 53 52.2203477 0.00000871 0.0000919 -.1284 55681.6 50306.3 56809.7     2     98      0 GLO
0        1308+328 13 10 59.40272990  32 33 34.4496045 0.00000044 0.0000062 -.0150 55730.5 49706.7 57309.7   254  14239      0 GLO
0        1308+554 13 11  3.21080282  55 13 54.3225397 0.00000246 0.0000299 -.0811 55386.4 49577.0 57280.7    39   1287      0 GLO
0        1308+145 13 11  7.82422538  14 17 46.6483430 0.00000759 0.0001944 -.1640 53838.5 50085.5 56809.7     3    137      0 GLO
0        1308+172 13 11 23.81998021  16 58 44.1950324 0.00001137 0.0002711 0.1175 54179.1 50085.5 56875.5     3    105      0 GLO
0        1309+070 13 11 36.52958489  06 46 48.3112074 0.00002241 0.0006367 0.1297 56818.4 56818.4 56818.4     1     79      0 GLO
0        1309+257 13 12 14.28899711  25 31 13.1757251 0.00002284 0.0003249 -.0826 55927.8 53134.5 56875.5     2     75      0 GLO
