TIGOWTZL    49.14    12.88   658.89    -0.13    -0.35    -0.12      0.45     0.00    -0.01     -0.45     0.03     0.16      0.02     0.01    -0.00      0.08     0.31    -0.01     -0.05    -0.01    -0.02 
TITIJIMA    27.10   142.19    98.99    -0.22     0.40    -1.02     -0.08    -0.06    -0.03      0.35     0.29     0.01      0.25    -0.01    -0.03      0.09    -0.11     0.07     -0.02    -0.00     0.01 
TOMAKO11    42.67   141.60    89.86    -0.19     0.43    -0.75      0.01    -0.06    -0.06      0.35     0.34    -0.04      0.24    -0.02    -0.03      0.13    -0.19     0.12     -0.02    -0.00     0.01 
TOULOUSE    43.56     1.48   192.15    -0.11    -0.37    -0.40      0.62     0.02    -0.00     -0.47    -0.06     0.15      0.08     0.01     0.00      0.03     0.27     0.04     -0.07    -0.01    -0.01 
TROMSONO    69.66    18.94   132.93    -0.05    -0.00    -0.13      0.10    -0.00    -0.01     -0.44     0.07     0.07      0.01     0.00    -0.00      0.16     0.41    -0.00     -0.02    -0.01    -0.02 
TRYSILNO    61.42    12.38   723.99    -0.08    -0.14    -0.15      0.22    -0.01    -0.01     -0.46     0.02     0.11      0.02     0.01    -0.00      0.11     0.38     0.01     -0.04    -0.01    -0.02 
TSUKU3      36.11   140.09    69.61    -0.24     0.39    -0.79     -0.09    -0.06    -0.05      0.34     0.31    -0.00      0.24    -0.01    -0.03      0.12    -0.15     0.09     -0.02    -0.00     0.01 
TSUKUB32    36.10   140.09    84.72    -0.24     0.39    -0.79     -0.09    -0.06    -0.05      0.34     0.31    -0.00      0.24    -0.01    -0.03      0.12    -0.15     0.09     -0.02    -0.00     0.01 
TSUKUBA     36.11   140.09    69.20    -0.24     0.39    -0.79     -0.09    -0.06    -0.05      0.34     0.31    -0.00      0.24    -0.01    -0.03      0.12    -0.15     0.09     -0.02    -0.00     0.01 
URUMQI      43.47    87.18  2033.20    -0.55    -0.03     0.29     -0.59     0.03     0.01      0.05     0.42    -0.15     -0.00    -0.01    -0.01      0.23     0.04    -0.03      0.10    -0.00    -0.00 
USSURISK    44.02   131.76   155.03    -0.31     0.38    -0.55     -0.26    -0.02    -0.06      0.30     0.36    -0.06      0.21    -0.01    -0.02      0.17    -0.15     0.10      0.02    -0.00     0.01 
USUDA64     36.13   138.36  1532.84    -0.24     0.39    -0.77     -0.15    -0.06    -0.06      0.33     0.32    -0.01      0.24    -0.01    -0.03      0.12    -0.15     0.09     -0.01    -0.01     0.01 
VERAIRIK    31.75   130.44   573.46    -0.39     0.44    -0.91     -0.57    -0.06    -0.10      0.29     0.33    -0.04      0.24     0.00    -0.02      0.12    -0.09     0.03     -0.01    -0.01    -0.00 
VERAISGK    24.41   124.17    65.06    -0.46     0.36    -0.77     -0.83    -0.03    -0.06      0.24     0.37    -0.11      0.21    -0.01    -0.03      0.11    -0.07     0.06      0.03    -0.01     0.01 
VERAMZSW    39.13   141.13   116.76    -0.21     0.38    -0.72     -0.03    -0.05    -0.05      0.35     0.31     0.01      0.23    -0.01    -0.03      0.12    -0.16     0.10     -0.02    -0.01     0.01 
VERAOGSW    27.09   142.22   273.09    -0.22     0.40    -1.02     -0.08    -0.06    -0.03      0.35     0.28     0.01      0.25    -0.01    -0.03      0.09    -0.11     0.07     -0.02    -0.00     0.01 
VERNAL      40.33  -109.57  1590.53     0.56     0.34     0.63     -0.29    -0.03    -0.02      0.10    -0.31    -0.11     -0.25     0.01     0.02     -0.25    -0.08    -0.16      0.06     0.00     0.01 
VICTORIA    48.39  -123.49    25.23     0.28     0.31     0.45      0.08    -0.02    -0.02      0.18    -0.29     0.00     -0.25     0.01     0.02     -0.29    -0.16    -0.20     -0.01     0.01     0.01 
VLA         34.08  -107.62  2114.83     0.72     0.37     0.81     -0.43    -0.03    -0.03      0.07    -0.32    -0.14     -0.25     0.01     0.02     -0.22    -0.06    -0.14      0.06     0.00     0.01 
VLA-N8      34.08  -107.62  2114.48     0.72     0.37     0.81     -0.43    -0.03    -0.03      0.07    -0.32    -0.14     -0.25     0.01     0.02     -0.22    -0.06    -0.14      0.06     0.00     0.01 
VNDNBERG    34.56  -120.62   -12.26     0.46     0.49     0.93      0.04    -0.03    -0.03      0.16    -0.30    -0.04     -0.29     0.01     0.02     -0.22    -0.11    -0.18      0.01     0.01     0.01 
WESTFORD    42.61   -71.49    86.77     0.55     0.02    -0.26     -0.77     0.01     0.07     -0.14    -0.42    -0.25     -0.03     0.01     0.02     -0.32     0.07     0.01      0.19     0.00    -0.01 
WETTZELL    49.15    12.88   669.13    -0.13    -0.35    -0.12      0.45     0.00    -0.01     -0.45     0.03     0.16      0.02     0.01    -0.00      0.08     0.31    -0.01     -0.05    -0.01    -0.02 
WHTHORSE    60.71  -135.08   708.93     0.16     0.21     0.13      0.18    -0.00    -0.02      0.29    -0.24     0.07     -0.19     0.01     0.01     -0.32    -0.27    -0.18     -0.07     0.01     0.01 
YAKATAGA    60.08  -142.49    21.22     0.10     0.18     0.09      0.25    -0.00    -0.02      0.34    -0.19     0.11     -0.17     0.00     0.01     -0.29    -0.29    -0.16     -0.11     0.01     0.02 
YAMAGUCH    34.22   131.56   165.62    -0.35     0.39    -0.74     -0.41    -0.05    -0.07      0.29     0.35    -0.07      0.22    -0.00    -0.03      0.14    -0.13     0.08      0.02    -0.00     0.01 
YEBES       40.52    -3.09   979.86    -0.04    -0.41    -0.51      0.60     0.03     0.01     -0.47    -0.10     0.14      0.11     0.01     0.01     -0.00     0.23     0.05     -0.04    -0.00    -0.01 
YEBES40M    40.52    -3.09   989.08    -0.04    -0.41    -0.51      0.60     0.03     0.01     -0.47    -0.10     0.14      0.11     0.01     0.01     -0.00     0.23     0.05     -0.04    -0.00    -0.01 
YELLOWKN    62.48  -114.47   176.90     0.19     0.18     0.13     -0.04    -0.00    -0.01      0.16    -0.33    -0.05     -0.20     0.01     0.02     -0.37    -0.19    -0.18      0.02     0.00     0.01 
YLOW7296    62.48  -114.48   178.81     0.19     0.18     0.13     -0.04    -0.00    -0.01      0.16    -0.33    -0.05     -0.20     0.01     0.02     -0.37    -0.19    -0.18      0.02     0.00     0.01 
YUMA        32.94  -114.20   238.65     0.64     0.50     0.94     -0.21    -0.03    -0.03      0.12    -0.30    -0.08     -0.27     0.01     0.02     -0.21    -0.07    -0.14      0.03     0.00     0.01 
ZELENCHK    43.79    41.57  1175.01    -0.31    -0.38     0.45      0.27    -0.00     0.03     -0.29     0.24     0.08     -0.11    -0.01    -0.02      0.19     0.23    -0.08     -0.01    -0.01    -0.01 
KATH12M    -14.38   132.15   189.15    -0.60     0.76    -1.36     -0.49    -0.05    -0.02      0.30     0.30    -0.06      0.25    -0.01    -0.03     -0.11     0.06    -0.04     -0.01    -0.00    -0.01 
ONSALAAN    57.40    11.93    59.32    -0.08    -0.18    -0.14      0.28    -0.00    -0.01     -0.45     0.02     0.13      0.02     0.01    -0.00      0.10     0.36     0.01     -0.05    -0.01    -0.02 
HOHNBERG    47.80    11.02  1005.73    -0.14    -0.35    -0.16      0.49     0.01    -0.01     -0.45     0.02     0.16      0.03     0.01    -0.00      0.07     0.30    -0.00     -0.05    -0.01    -0.02 
VLBA85_3    38.43   -79.84   785.84     0.59     0.15     0.03     -0.82    -0.00     0.03     -0.08    -0.39    -0.26     -0.08     0.01     0.02     -0.25     0.01    -0.05      0.13     0.00     0.00 
WIDE85_3    38.43   -79.84   785.84     0.59     0.15     0.03     -0.82    -0.00     0.03     -0.08    -0.39    -0.26     -0.08     0.01     0.02     -0.25     0.01    -0.05      0.13     0.00     0.00 
GGAO12M     39.02   -76.83    13.72     0.56     0.13    -0.05     -0.80    -0.00     0.04     -0.09    -0.41    -0.26     -0.07     0.01     0.02     -0.25     0.02    -0.04      0.13     0.00     0.00 
HOBART12   -42.81   147.44    40.98    -0.15     0.37    -0.91      0.23    -0.02     0.03      0.36     0.22     0.07      0.22    -0.01    -0.02     -0.12     0.13    -0.05      0.02     0.00    -0.01 
HART15M    -25.89    27.68  1409.42    -0.46    -0.80     0.58      0.91    -0.01     0.05     -0.38     0.12     0.15     -0.06     0.00    -0.01     -0.09    -0.11     0.03      0.02     0.00     0.01 
KUNMING     25.03   102.80  1974.23    -0.86     0.23     0.06     -1.25     0.02    -0.03      0.13     0.40    -0.18      0.08    -0.01    -0.01      0.12    -0.03     0.03      0.05    -0.01    -0.00 
UCHINOUR    31.25   131.08   375.65    -0.35     0.38    -0.79     -0.47    -0.04    -0.07      0.29     0.34    -0.07      0.23    -0.00    -0.03      0.13    -0.12     0.08      0.02    -0.00     0.01 
WARK12M    -36.43   174.66   127.70    -0.00     0.38    -0.52      0.82     0.01     0.00      0.42     0.05     0.22      0.12    -0.01    -0.00     -0.01     0.19    -0.03      0.13    -0.01    -0.01 
WETTZ13N    49.14    12.88   672.57    -0.13    -0.35    -0.12      0.45     0.00    -0.01     -0.45     0.03     0.16      0.02     0.01    -0.00      0.08     0.31    -0.01     -0.05    -0.01    -0.02 
WETTZ13S    49.14    12.88   672.57    -0.13    -0.35    -0.12      0.45     0.00    -0.01     -0.45     0.03     0.16      0.02     0.01    -0.00      0.08     0.31    -0.01     -0.05    -0.01    -0.02 
YARRA12M   -29.05   115.35   248.06    -0.53     0.38    -0.66     -0.81    -0.00    -0.05      0.27     0.34    -0.14      0.17    -0.01    -0.03     -0.14     0.02    -0.02     -0.07     0.00     0.00 
YEBESDBC    40.52    -3.09   989.08    -0.04    -0.41    -0.51      0.60     0.03     0.01     -0.47    -0.10     0.14      0.11     0.01     0.01     -0.00     0.23     0.05     -0.04    -0.00    -0.01 
TIANMA65    31.09   121.14    49.16    -0.52     0.35    -0.58     -0.79    -0.01    -0.07      0.22     0.39    -0.13      0.19    -0.01    -0.02      0.14    -0.09     0.06      0.04    -0.01     0.00 
SEJONG      36.52   127.30   194.62    -0.43     0.40    -0.64     -0.52    -0.03    -0.08      0.27     0.35    -0.08      0.21    -0.00    -0.02      0.16    -0.13     0.09      0.04    -0.00     0.01 
